Date,SP500_Return,VIX_Return,EURUSD_Return,Sentiment_Score,Log_Return,Target_Log_Return,Lag_1,Lag_2,Lag_3,Lag_5,Rolling_Std_14,Distancia_SMA_20,Distancia_SMA_50,Bollinger_Width,Volume_Shock,Month_Sin,Month_Cos,Day_Sin,Day_Cos,Volume_ROC_5,OBV_ROC_5,RSI_14,MACD_Line,MACD_Signal,MACD_Histogram,ATR_14,ATR_Pct
2015-12-31,-0.009456485041467845,0.05184249081697819,0.0005465898145392706,0.0,-0.008505404342396482,-0.012789826472304049,0.009964850755945632,0.031795759334775235,-0.006868286423403755,0.009181283346046608,0.020039997213669298,0.00823390851398531,-0.031969216924629174,0.06626109880004688,0.9946750235674794,-2.4492935982947064e-16,1.0,-0.587785252292473,-0.8090169943749475,0.681309216192937,0.000645342776297797,54.76594987170706,-0.41557263714170745,-0.648283342495928,0.23271070535422056,1.5227147505594414,0.03471129329639573
2016-01-04,0.0,0.0,-0.0004668877623843841,0.0,-0.012789826472304049,0.02294622700795803,-0.008505404342396482,0.009964850755945632,0.031795759334775235,-0.006396849208746802,0.020263504226161043,-0.004923982031363572,-0.04132871602115251,0.06551045052242051,4.260127786840674,0.49999999999999994,0.8660254037844387,0.0,1.0,15.646746347941566,0.19319779034419637,48.403866007515816,-0.39571332321212793,-0.597769338639168,0.2020560154270401,1.5203648481765089,0.03510383878298057
2016-01-05,0.0020102041393599396,-0.06795823921339639,-0.0024391094133951064,0.0,0.02294622700795803,-0.029721619157197766,-0.012789826472304049,-0.008505404342396482,0.009964850755945632,-0.006868286423403755,0.01826700229560761,0.018237393836094462,-0.015787362324292897,0.0652087695020271,2.628975265017668,0.49999999999999994,0.8660254037844387,0.9510565162951535,0.30901699437494745,6.183067211288526,0.012833326670131484,58.447529572180514,-0.29544941255383605,-0.5373053534221016,0.24185594086826556,1.4257087942855016,0.03217156591530833
2016-01-06,-0.01320216300262602,0.06263003053556988,-0.007002590122124636,0.0,-0.029721619157197766,-0.008962960339839865,0.02294622700795803,-0.012789826472304049,-0.008505404342396482,0.031795759334775235,0.019841740873495637,-0.010625257171634095,-0.040984865280568106,0.06563004646836029,2.75022067213503,0.49999999999999994,0.8660254037844387,0.5877852522924732,-0.8090169943749473,4.054203758654797,0.26838596783601365,45.31000854209695,-0.3170528324417816,-0.4932548492260377,0.17620201678425607,1.4074300482608813,0.03271719976905938
2016-01-07,-0.023985816519344776,0.19367020723744927,0.0025084301533166513,0.0,-0.008962960339839865,-0.07891802757350727,-0.029721619157197766,0.02294622700795803,-0.012789826472304049,0.009964850755945632,0.019027013236173826,-0.018452733795718435,-0.046289302678273914,0.06794963241644152,1.6721926040351902,0.49999999999999994,0.8660254037844387,-0.587785252292473,-0.8090169943749475,4.977441077441077,0.45225563909774436,42.08185435936687,-0.3609856673770224,-0.46680101285623465,0.10581534547921223,1.357817547846713,0.031848082394238586
2016-01-08,-0.010897537445847908,0.07773144059056664,0.013543452932964715,0.0,-0.07891802757350727,0.006243711489620736,-0.008962960339839865,-0.029721619157197766,0.02294622700795803,-0.008505404342396482,0.02763047338731652,-0.08848729090705576,-0.11477364483591657,0.10762701979737499,3.300948952668486,0.49999999999999994,0.8660254037844387,-0.9510565162951536,0.30901699437494723,12.106813524590164,0.8284577986506152,24.85807624501571,-0.6493762110640944,-0.5033160524978066,-0.14606015856628773,1.4603069104646167,0.0370646305381983
2016-01-11,0.0008529082958226729,-0.10573085732867375,0.0013776088495606677,0.0,0.006243711489620736,0.006433868202248095,-0.07891802757350727,-0.008962960339839865,-0.029721619157197766,-0.012789826472304049,0.027378417432121334,-0.0773157089547617,-0.10611254372974532,0.12602448458508714,1.3068567933674624,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.07949740725967291,0.3564726670045337,27.470651589482472,-0.8482379513534539,-0.5723004322689361,-0.2759375190845178,1.4785853967746085,0.03729497652836653
2016-01-12,0.00777251411777486,-0.07829526331090222,-0.0076186124028738075,0.0,0.006433868202248095,-0.022936453506668893,0.006243711489620736,-0.07891802757350727,-0.008962960339839865,0.02294622700795803,0.026478756601628628,-0.06626596662796302,-0.09760570469203445,0.13664544833089542,1.0007814561996389,0.49999999999999994,0.8660254037844387,0.9510565162951535,0.30901699437494745,-0.00031017369727048827,0.4109576063787794,30.36751868516707,-0.9739613022335902,-0.652632606261867,-0.3213286959717232,1.447251140483284,0.03627050752477255
2016-01-13,-0.025282375077909022,0.1154562476716288,-0.0012912976103600176,0.0,-0.022936453506668893,-0.016064420723564298,0.006433868202248095,0.006243711489620736,-0.07891802757350727,-0.029721619157197766,0.026722879020046046,-0.08326273035531684,-0.11522972129652276,0.15803968345254196,0.7111264685556323,0.49999999999999994,0.8660254037844387,0.5877852522924732,-0.8090169943749473,-0.43614231476770127,0.26877722229156675,26.112592083082262,-1.1335398226270499,-0.7488140495349036,-0.3847257730921463,1.4009030154062228,0.03592352765790214
2016-01-14,0.016558060934383972,-0.0516689475981104,0.0038679156615933005,0.0,-0.016064420723564298,-0.04805215160594853,-0.022936453506668893,0.006433868202248095,0.006243711489620736,-0.008962960339839865,0.026446469764387564,-0.09245145963942858,-0.12530671701960638,0.18010080004880147,1.5391527708310373,0.49999999999999994,0.8660254037844387,-0.587785252292473,-0.8090169943749475,1.0454007773334086,0.34989292354034784,23.502749220937332,-1.2952227454544527,-0.8580957887188134,-0.4371269567356393,1.448556532827732,0.03774705254527598
