Date,SP500_Return,VIX_Return,EURUSD_Return,Sentiment_Score,Log_Return,Target_Log_Return,Lag_1,Lag_2,Lag_3,Lag_5,Rolling_Std_14,Distancia_SMA_20,Distancia_SMA_50,Volume_Shock,Month_Sin,Month_Cos,Day_Sin,Day_Cos,Volume_ROC_5,OBV_ROC_5,Bollinger_Width,RSI_14,MACD_Histogram,ATR_Pct
2015-12-31T00:00:00.000000000,-0.009456485041467845,0.05184249081697819,0.0005465898145392706,0.0,-0.008505405078877743,-0.012789563357993092,0.009964677448311381,0.03179575652133333,-0.006868464375366445,0.009181194631688464,0.020040003479227533,0.008233825259243766,-0.031969301103188075,0.9946750235674794,-2.4492935982947064e-16,1.0,-0.587785252292473,-0.8090169943749475,0.681309216192937,0.000645342776297797,0.06626103819172574,54.76591450145342,0.23271054110555045,0.03471129118957219
2016-01-04T00:00:00.000000000,0.0,0.0,-0.0004668877623843841,0.0,-0.012789563357993092,0.022946309091692547,-0.008505405078877743,0.009964677448311381,0.03179575652133333,-0.006396492643427869,0.02026349971866615,-0.0049238111036169485,-0.04132855038359928,4.260127786840674,0.49999999999999994,0.8660254037844387,0.0,1.0,15.646746347941566,0.19319779034419637,0.0655103779769736,48.403939963522944,0.202056370607542,0.03510380900403706
2016-01-05T00:00:00.000000000,0.0020102041393599396,-0.06795823921339639,-0.0024391094133951064,0.0,0.022946309091692547,-0.02972187739668366,-0.012789563357993092,-0.008505405078877743,0.009964677448311381,-0.006868464375366445,0.018267014397708416,0.018237643397994052,-0.015787114832363947,2.628975265017668,0.49999999999999994,0.8660254037844387,0.9510565162951535,0.30901699437494745,6.183067211288526,0.012833326670131484,0.0652087359743329,58.44765209575673,0.24185684335137003,0.032171546935810376
2016-01-06T00:00:00.000000000,-0.01320216300262602,0.06263003053556988,-0.007002590122124636,0.0,-0.02972187739668366,-0.00896287086479391,0.022946309091692547,-0.012789563357993092,-0.008505405078877743,0.03179575652133333,0.019841784109454867,-0.010625274532085283,-0.04098487180511401,2.75022067213503,0.49999999999999994,0.8660254037844387,0.5877852522924732,-0.8090169943749473,4.054203758654797,0.26838596783601365,0.06563002586658939,45.30998851337174,0.17620247951276624,0.03271720777773444
2016-01-07T00:00:00.000000000,-0.023985816519344776,0.19367020723744927,0.0025084301533166513,0.0,-0.00896287086479391,-0.07891792340387462,-0.02972187739668366,0.022946309091692547,-0.012789563357993092,0.009964677448311381,0.019027048236772575,-0.01845266752257879,-0.046289223855625616,1.6721926040351902,0.49999999999999994,0.8660254037844387,-0.587785252292473,-0.8090169943749475,4.977441077441077,0.45225563909774436,0.0679495964586626,42.08186574520956,0.10581574556308543,0.031848087530067654
2016-01-08T00:00:00.000000000,-0.010897537445847908,0.07773144059056664,0.013543452932964715,0.0,-0.07891792340387462,0.006243614064638868,-0.00896287086479391,-0.02972187739668366,0.022946309091692547,-0.008505405078877743,0.027630476715915866,-0.08848714255333834,-0.11477348100377649,3.300948952668486,0.49999999999999994,0.8660254037844387,-0.9510565162951536,0.30901699437494723,12.106813524590164,0.8284577986506152,0.10762688922918726,24.85808836719616,-0.1460595823897899,0.03706462479916756
2016-01-11T00:00:00.000000000,0.0008529082958226729,-0.10573085732867375,0.0013776088495606677,0.0,0.006243614064638868,0.006433676379923573,-0.07891792340387462,-0.00896287086479391,-0.02972187739668366,-0.012789563357993092,0.027378402743915987,-0.07731565703668597,-0.10611246694610865,1.3068567933674624,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.07949740725967291,0.3564726670045337,0.12602437324306215,27.470626490309428,-0.2759371146139138,0.03729496673347926
2016-01-12T00:00:00.000000000,0.00777251411777486,-0.07829526331090222,-0.0076186124028738075,0.0,0.006433676379923573,-0.02293626008329635,0.006243614064638868,-0.07891792340387462,-0.00896287086479391,0.022946309091692547,0.02647872790309342,-0.06626609340379508,-0.09760579719135143,1.0007814561996389,0.49999999999999994,0.8660254037844387,0.9510565162951535,0.30901699437494745,-0.00031017369727048827,0.4109576063787794,0.13664543123516176,30.367415488880823,-0.3213289165662132,0.036270504879674585
2016-01-13T00:00:00.000000000,-0.025282375077909022,0.1154562476716288,-0.0012912976103600176,0.0,-0.02293626008329635,-0.016064518544308872,0.006433676379923573,0.006243614064638868,-0.07891792340387462,-0.02972187739668366,0.026722843980513753,-0.08326268178402452,-0.11522963934218455,0.7111264685556323,0.49999999999999994,0.8660254037844387,0.5877852522924732,-0.8090169943749473,-0.43614231476770127,0.26877722229156675,0.15803964613303909,26.112525017426506,-0.3847258958585007,0.035923503991931
2016-01-14T00:00:00.000000000,0.016558060934383972,-0.0516689475981104,0.0038679156615933005,0.0,-0.016064518544308872,-0.04805215160594853,-0.02293626008329635,0.006433676379923573,0.006243614064638868,-0.00896287086479391,0.026446441596294057,-0.09245150057655782,-0.1253067200617467,1.5391527708310373,0.49999999999999994,0.8660254037844387,-0.587785252292473,-0.8090169943749475,1.0454007773334086,0.34989292354034784,0.18010079042046456,23.50266659590129,-0.4371272637621011,0.03774704640957853
2016-01-15T00:00:00.000000000,-0.021835772698162375,0.12060899376128009,-0.002489778430947763,0.0,-0.04805215160594853,0.040401889435980845,-0.016064518544308872,-0.02293626008329635,0.006433676379923573,-0.07891792340387462,0.028500280990360578,-0.12702998864594628,-0.16202869347559046,0.7489204588498451,0.49999999999999994,0.8660254037844387,-0.9510565162951536,0.30901699437494723,-0.6329222771599992,0.12248294074821042,0.2126988775704468,17.61688051497852,-0.5541316865490392,0.04215745812076718
2016-01-19T00:00:00.000000000,0.0,0.0,-0.002290629757255015,0.0,0.040401889435980845,-0.04340486034795072,-0.04805215160594853,-0.016064518544308872,-0.02293626008329635,0.006243614064638868,0.03166486420759082,-0.08524154838432307,-0.12315789614030104,0.5827308415971698,0.49999999999999994,0.8660254037844387,0.9510565162951535,0.30901699437494745,-0.39472201759327474,0.1827439615477826,0.22608961564318297,33.67003448344914,-0.4930991487938723,0.042296580597862066
2016-01-20T00:00:00.000000000,-0.011762766025898373,0.057435654847872886,0.0016465618643457622,0.0,-0.04340486034795072,0.015912842210093075,0.040401889435980845,-0.04805215160594853,-0.016064518544308872,0.006433676379923573,0.030811703514997953,-0.1178420890927947,-0.15619839537668134,1.0628969589798916,0.49999999999999994,0.8660254037844387,0.5877852522924732,-0.8090169943749473,0.355207363739787,0.45734811946778864,0.2527382071742034,27.127221422713546,-0.5220190067322434,0.04703717546133074
2016-01-21T00:00:00.000000000,0.005181988635948063,-0.03316441033366052,-0.0033012096273051864,0.0,0.015912842210093075,0.03180257083714746,-0.04340486034795072,0.040401889435980845,-0.04805215160594853,-0.02293626008329635,0.031192828214443802,-0.09683305283031496,-0.13833039745875575,0.6645124501045429,0.49999999999999994,0.8660254037844387,-0.587785252292473,-0.8090169943749475,0.09204498125780924,0.26718513762607965,0.266606148147546,32.59220715878206,-0.46405315680522685,0.04666460775596384
2016-01-22T00:00:00.000000000,0.02008072688221347,-0.17791018295477537,-0.001380345726692188,0.0,0.03180257083714746,-0.03923025607433211,0.015912842210093075,-0.04340486034795072,0.040401889435980845,-0.016064518544308872,0.03338992236267542,-0.06266798603720158,-0.10617412056780351,0.5374820140776301,0.49999999999999994,0.8660254037844387,-0.9510565162951536,0.30901699437494723,-0.6574410663141661,0.012425689928697192,0.27200227481510936,42.734856796360226,-0.31453319458747053,0.04520390196357047
2016-01-25T00:00:00.000000000,-0.015761545172821467,0.0779055638314243,-0.005816008700090541,0.0,-0.03923025607433211,0.029626349984060933,0.03180257083714746,0.015912842210093075,-0.04340486034795072,-0.04805215160594853,0.0343075896521678,-0.09180160675693161,-0.13547886342540905,0.715084086636277,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.2608741947505723,-0.008254541206234589,0.282828540786449,35.21980853106692,-0.28505597940458793,0.047953311696656974
